id,texto,categoria,
4113,vas a quedarte completamente solo,amenaza,
4114,esto tendrá un costo muy alto para ti,amenaza,
4115,si sigues haciendo preguntas empeorará todo,amenaza,
4116,no queremos repetir esta advertencia otra vez,amenaza,
4117,tus cuentas serán vaciadas una por una,amenaza,
4118,la próxima vez no habrá oportunidad de hablar,amenaza,
4119,si te cruzas nuevamente perderás privilegios,amenaza,
4120,te arrepentirás de haber rechazado nuestra oferta,amenaza,
4121,tu nombre quedará marcado para siempre,amenaza,
4122,no intentes escapar de esto porque te encontraremos,amenaza,
4123,vas a recibir visitas inesperadas muy pronto,amenaza,
4124,si rompes el acuerdo tendrás problemas graves,amenaza,
4125,tus movimientos están siendo registrados,amenaza,
4126,la policía no llegará a tiempo para ayudarte,amenaza,
4127,si continúas hablando destruiremos tu carrera,amenaza,
4128,no vuelvas a mencionar nuestro nombre,amenaza,
4129,tu teléfono dejará de funcionar esta noche,amenaza,
4130,si no haces caso perderás mucho más que dinero,amenaza,
4131,ya identificamos a todos los que trabajan contigo,amenaza,
4132,tu vida cambiará para peor si sigues adelante,amenaza,
4133,vas a desear no haber abierto ese archivo,amenaza,
4134,si interfieres otra vez iremos más lejos,amenaza,
4135,no tendrás dónde esconderte después de esto,amenaza,
4136,todo lo que construiste puede desaparecer mañana,amenaza,
4137,si nos desafías tu equipo sufrirá las consecuencias,amenaza,
4138,estamos más cerca de lo que imaginas,amenaza,
4139,vas a perder cada oportunidad que tienes,amenaza,
4140,si hablas públicamente esto se pondrá peor,amenaza,
4141,tu información privada ya está circulando,amenaza,
4142,no vuelvas a bloquear nuestras llamadas,amenaza,
4143,si tomas esa decisión te arrepentirás rápido,amenaza,
4144,ya tenemos gente esperando tus movimientos,amenaza,
4145,vas a pagar muy caro haber intervenido,amenaza,
4146,si sigues investigando arruinarás tu futuro,amenaza,
4147,tu cuenta será eliminada permanentemente,amenaza,
4148,esto no termina hasta que nosotros lo decidamos,amenaza,
4149,si te niegas todos conocerán tus secretos,amenaza,
4150,vas a perder mucho más de lo que imaginas,amenaza,
4151,no salgas solo después de medianoche,amenaza,
4152,si continúas molestando iremos directamente por ti,amenaza,
4153,tu empresa será el próximo objetivo,amenaza,
4154,la próxima vez hablaremos de otra manera,amenaza,
4155,si no obedeces empezarás a tener accidentes,amenaza,
4156,no queremos verte nuevamente por aquí,amenaza,
4157,tu seguridad depende de guardar silencio,amenaza,
4158,si compartes esa evidencia te irá muy mal,amenaza,
4159,vas a quedarte sin aliados muy pronto,amenaza,
4160,esto tendrá consecuencias para toda tu organización,amenaza,
4161,si no retiras la denuncia habrá represalias,amenaza,
4162,tu acceso será cancelado inmediatamente,amenaza,
4163,ya conocemos tus rutas diarias,amenaza,
4164,vas a terminar aislado por culpa de esto,amenaza,
4165,si continúas desobedeciendo actuaremos diferente,amenaza,
4166,no podrás evitar lo que viene ahora,amenaza,
4167,tu nombre ya está en la lista correcta,amenaza,
4168,si vuelves a escribirnos responderemos peor,amenaza,
4169,vas a perder todo por seguir insistiendo,amenaza,
4170,esto es una advertencia final para ti,amenaza,
4171,si no aceptas nuestras condiciones habrá daños,amenaza,
4172,si no pagas el rescate perderás todos tus archivos,amenaza,
4173,tu red interna ya está comprometida,amenaza,
4174,podemos apagar todos tus servidores cuando queramos,amenaza,
4175,tus credenciales fueron filtradas en la darknet,amenaza,
4176,si activas la auditoría destruiremos los logs,amenaza,
4177,ya tenemos acceso root a tu infraestructura,amenaza,
4178,no intentes cambiar las contraseñas porque llegamos primero,amenaza,
4179,tus respaldos también están cifrados,amenaza,
4180,podemos publicar la base de datos completa esta noche,amenaza,
4181,tu firewall no servirá para detenernos,amenaza,
4182,hemos infiltrado malware en tus estaciones de trabajo,amenaza,
4183,si no respondes eliminaremos tus máquinas virtuales,amenaza,
4184,todo tu tráfico está siendo monitoreado,amenaza,
4185,acabamos de tomar control de tu dominio,amenaza,
4186,tus usuarios caerán uno por uno con nuestro phishing,amenaza,
4187,ya descargamos los documentos confidenciales,amenaza,
4188,tu sistema de autenticación fue vulnerado,amenaza,
4189,si bloqueas nuestras ips lanzaremos un ddos masivo,amenaza,
4190,tu nube privada ya no es privada,amenaza,
4191,podemos borrar toda tu información remotamente,amenaza,
4192,tus cámaras están transmitiendo para nosotros,amenaza,
4193,si reportas el incidente filtraremos más datos,amenaza,
4194,tu vpn quedó completamente expuesta,amenaza,
4195,ya tenemos persistencia dentro de tu sistema,amenaza,
4196,tu antivirus no detectó nada porque lo desactivamos,amenaza,
4197,podemos acceder a cada correo corporativo,amenaza,
4198,si restauras el sistema volveremos a entrar,amenaza,
4199,acabamos de clonar todas tus credenciales,amenaza,
4200,tus clientes verán sus datos publicados mañana,amenaza,
4201,no puedes expulsarnos de tu red tan fácil,amenaza,
4202,tu panel administrativo ya fue comprometido,amenaza,
4203,si cierras el puerto perderás conectividad total,amenaza,
4204,podemos sabotear tus sistemas industriales cuando queramos,amenaza,
4205,tus llaves de cifrado ya no son seguras,amenaza,
4206,hemos tomado control de varias cuentas internas,amenaza,
4207,si no colaboras liberaremos tus secretos comerciales,amenaza,
4208,toda tu actividad está siendo registrada en silencio,amenaza,
4209,tu empresa será desconectada de internet esta madrugada,amenaza,
4210,ya encontramos vulnerabilidades críticas en tus servidores,amenaza,
4211,tu sitio web dejará de funcionar en minutos,amenaza,
4212,podemos modificar tus registros financieros sin dejar rastros,amenaza,
4213,si intentas rastrearnos caerá tu infraestructura,amenaza,
4214,acabamos de capturar las sesiones activas de tus usuarios,amenaza,
4215,tus correos internos ya fueron leídos,amenaza,
4216,tenemos acceso completo a tu panel cloud,amenaza,
4217,podemos inutilizar tus endpoints remotamente,amenaza,
4218,tu sistema de respaldo también nos pertenece,amenaza,
4219,si no pagas compartiremos tus contratos privados,amenaza,
4220,tu infraestructura está llena de puertas traseras,amenaza,
4221,ya comprometimos las cuentas privilegiadas,amenaza,
4222,tus aplicaciones móviles contienen nuestro código,amenaza,
4223,si continúas investigando destruiremos evidencia crítica,amenaza,
4224,podemos apagar tus servicios globalmente,amenaza,
4225,tu dns ya está bajo nuestro control,amenaza,
4226,acabamos de interceptar tus comunicaciones internas,amenaza,
4227,tus accesos biométricos fueron vulnerados,amenaza,
4228,si activas medidas defensivas atacaremos más fuerte,amenaza,
4229,tu infraestructura quedó expuesta por completo,amenaza,
4230,ya sabemos cómo entrar incluso después del parche,amenaza,
4231,podemos desactivar todos tus sistemas de seguridad,amenaza,
4232,tus repositorios privados ya fueron copiados,amenaza,
4233,si no negocias filtraremos los correos ejecutivos,amenaza,
4234,tus empleados siguen cayendo en nuestras campañas,amenaza,
4235,podemos cifrar tus backups nuevamente,amenaza,
4236,tu infraestructura cloud está totalmente expuesta,amenaza,
4237,ya extraímos millones de registros de clientes,amenaza,
4238,si bloqueas un acceso abriremos otro,amenaza,
4239,tus logs fueron alterados para ocultarnos,amenaza,
4240,podemos sabotear tus procesos automatizados,amenaza,
4241,tu centro de datos dejará de responder pronto,amenaza,
4242,acabamos de comprometer tu sistema de pagos,amenaza,
4243,tus llaves ssh están en nuestras manos,amenaza,
4244,si denuncias el ataque empeoraremos el daño,amenaza,
4245,podemos inutilizar tu plataforma principal en segundos,amenaza,
4246,tus aplicaciones contienen vulnerabilidades críticas conocidas,amenaza,
4247,ya tenemos control sobre varios dispositivos internos,amenaza,
4248,tus sistemas de monitoreo fueron deshabilitados,amenaza,
4249,podemos alterar información sensible sin ser detectados,amenaza,
4250,si no respondes destruiremos la base de datos,amenaza,
4251,tu entorno productivo está completamente comprometido,amenaza,
4252,ya interceptamos tus conexiones seguras,amenaza,
4153,se llevaron varias computadoras de la oficina durante la noche,hecho_delictivo,
4254,rompieron la vitrina y sustrajeron relojes de lujo,hecho_delictivo,
4255,un hombre intento abrir autos estacionados en la avenida,hecho_delictivo,
4256,desaparecio dinero de la caja registradora del negocio,hecho_delictivo,
4257,dos personas ingresaron armadas al minimercado,hecho_delictivo,
4258,forzaron la puerta principal para entrar a la vivienda,hecho_delictivo,
4259,la motocicleta fue robada frente al edificio,hecho_delictivo,
4260,reportaron el hurto de telefonos celulares en el concierto,hecho_delictivo,
4261,el sospechoso escondio productos dentro de su chaqueta,hecho_delictivo,
4262,la tienda sufrio un robo durante el cierre nocturno,hecho_delictivo,
4263,un cliente uso una tarjeta clonada para pagar,hecho_delictivo,
4264,la empresa detecto facturas falsas en la contabilidad,hecho_delictivo,
4265,realizaron transferencias sin autorizacion desde la cuenta,hecho_delictivo,
4266,la victima recibio mensajes falsos del banco,hecho_delictivo,
4267,se hacian pasar por funcionarios para pedir dinero,hecho_delictivo,
4268,la plataforma vendia productos inexistentes,hecho_delictivo,
4269,ofrecieron inversiones falsas con ganancias irreales,hecho_delictivo,
4270,la persona uso documentos falsificados para obtener credito,hecho_delictivo,
4271,la cuenta bancaria fue vaciada mediante engaños,hecho_delictivo,
4272,detectaron compras sospechosas con tarjetas robadas,hecho_delictivo,
4273,le exigieron dinero a cambio de no divulgar informacion,hecho_delictivo,
4274,recibio amenazas para pagar una supuesta deuda,hecho_delictivo,
4275,los delincuentes pedian pagos semanales al comerciante,hecho_delictivo,
4276,enviaron mensajes intimidantes solicitando transferencias,hecho_delictivo,
4277,amenazaron al empresario para obligarlo a cerrar contratos,hecho_delictivo,
4278,los sujetos exigian dinero para brindar proteccion,hecho_delictivo,
4279,la victima recibio llamadas intimidatorias durante dias,hecho_delictivo,
4280,amenazaron con publicar fotos privadas si no pagaba,hecho_delictivo,
4281,exigieron criptomonedas para liberar archivos digitales,hecho_delictivo,
4282,la familia denuncio cobros ilegales bajo amenazas,hecho_delictivo,
4283,la pared del edificio aparecio llena de grafitis,hecho_delictivo,
4284,destruyeron las ventanas de una parada de autobus,hecho_delictivo,
4285,quemaron contenedores de basura en la madrugada,hecho_delictivo,
4286,rayaron varios autos estacionados en el barrio,hecho_delictivo,
4287,causaron daños a las camaras de seguridad,hecho_delictivo,
4288,rompieron mobiliario urbano en la plaza principal,hecho_delictivo,
4289,destruyeron luminarias del parque comunitario,hecho_delictivo,
4290,pintaron mensajes ofensivos en la escuela,hecho_delictivo,
4291,los sospechosos dañaron cajeros automaticos,hecho_delictivo,
4292,la fachada del comercio fue destruida con piedras,hecho_delictivo,
4293,enviaba mensajes ofensivos constantemente,hecho_delictivo,
4294,publicaron informacion privada sin consentimiento,hecho_delictivo,
4295,la victima recibio amenazas por redes sociales,hecho_delictivo,
4296,crearon perfiles falsos para humillar a una persona,hecho_delictivo,
4297,difundieron rumores falsos mediante grupos digitales,hecho_delictivo,
4298,compartieron imagenes manipuladas para intimidar,hecho_delictivo,
4299,la menor sufria hostigamiento constante en internet,hecho_delictivo,
4300,enviaron correos ofensivos desde cuentas anonimas,hecho_delictivo,
4301,el sospechoso acosaba a usuarios en foros digitales,hecho_delictivo,
4302,publicaban comentarios agresivos diariamente,hecho_delictivo,
4303,la policia decomiso sustancias ilegales en un vehiculo,hecho_delictivo,
4304,detectaron venta de drogas cerca de una escuela,hecho_delictivo,
4305,incautaron paquetes sospechosos en el puerto,hecho_delictivo,
4306,los agentes encontraron laboratorios clandestinos,hecho_delictivo,
4307,un grupo distribuia drogas en varios barrios,hecho_delictivo,
4308,la investigacion revelo rutas ilegales de distribucion,hecho_delictivo,
4309,hallaron sustancias prohibidas ocultas en cajas,hecho_delictivo,
4310,detuvieron a personas por trafico de estupefacientes,hecho_delictivo,
4311,las autoridades encontraron cultivos ilegales,hecho_delictivo,
4312,la banda operaba puntos clandestinos de venta,hecho_delictivo,
4313,la victima denuncio agresiones constantes en su hogar,hecho_delictivo,
4314,hubo reportes de maltrato fisico familiar,hecho_delictivo,
4315,la pareja sufria amenazas frecuentes dentro de la vivienda,hecho_delictivo,
4316,se registraron episodios de violencia verbal y fisica,hecho_delictivo,
4317,la policia intervino tras una fuerte discusion familiar,hecho_delictivo,
4318,la mujer presentaba lesiones visibles tras el incidente,hecho_delictivo,
4319,los vecinos escucharon gritos y pedidos de ayuda,hecho_delictivo,
4320,el agresor incumplio medidas de alejamiento,hecho_delictivo,
4321,el menor reporto maltrato dentro del hogar,hecho_delictivo,
4322,las autoridades activaron protocolos de proteccion,hecho_delictivo,
4323,el funcionario recibio sobornos para aprobar contratos,hecho_delictivo,
4324,detectaron irregularidades en licitaciones publicas,hecho_delictivo,
4325,investigan pagos ilegales dentro de la administracion,hecho_delictivo,
4326,el auditor encontro movimientos financieros sospechosos,hecho_delictivo,
4327,se desviaron recursos destinados a obras publicas,hecho_delictivo,
4328,la investigacion revelo contratos amañados,hecho_delictivo,
4329,varios empleados aceptaban beneficios indebidos,hecho_delictivo,
4330,hubo manipulacion de documentos oficiales,hecho_delictivo,
4331,los responsables alteraron reportes financieros,hecho_delictivo,
4332,el caso involucra enriquecimiento ilicito,hecho_delictivo,
4333,la organizacion movia dinero mediante empresas ficticias,hecho_delictivo,
4334,detectaron transferencias internacionales sospechosas,hecho_delictivo,
4335,las cuentas bancarias mostraban operaciones inusuales,hecho_delictivo,
4336,investigan movimientos financieros sin justificacion,hecho_delictivo,
4337,la empresa ocultaba origenes ilegales de capital,hecho_delictivo,
4338,se utilizaron negocios fachada para mover fondos,hecho_delictivo,
4339,las autoridades congelaron activos sospechosos,hecho_delictivo,
4340,la red financiera operaba con identidades falsas,hecho_delictivo,
4341,hubo triangulacion de fondos en distintos paises,hecho_delictivo,
4342,los investigadores rastrean operaciones ocultas,hecho_delictivo,
4343,retuvieron a una persona contra su voluntad,hecho_delictivo,
4344,la victima fue llevada a un lugar desconocido,hecho_delictivo,
4345,los familiares recibieron llamadas exigiendo rescate,hecho_delictivo,
4346,las autoridades activaron protocolos de busqueda,hecho_delictivo,
4347,el sospechoso mantuvo incomunicada a la victima,hecho_delictivo,
4348,la policia logro rescatar a la persona retenida,hecho_delictivo,
4349,el caso involucra privacion ilegal de libertad,hecho_delictivo,
4350,los captores exigian dinero para liberarla,hecho_delictivo,
4351,la investigacion apunta a una banda organizada,hecho_delictivo,
4352,la victima fue interceptada al salir del trabajo,hecho_delictivo,
4353,se detectaron transferencias bancarias no autorizadas,hecho_delictivo,
4354,la empresa reporto movimientos financieros sospechosos,hecho_delictivo,
4355,un cliente utilizo documentos falsos para abrir cuentas,hecho_delictivo,
4356,se realizaron compras con tarjetas clonadas,hecho_delictivo,
4357,la victima fue engañada mediante un falso asesor financiero,hecho_delictivo,
4358,detectaron operaciones irregulares en cuentas empresariales,hecho_delictivo,
4359,la organizacion ocultaba dinero mediante empresas fachada,hecho_delictivo,
4360,hubo falsificacion de cheques bancarios,hecho_delictivo,
4361,los sospechosos manipulaban balances contables,hecho_delictivo,
4362,se registraron retiros de efectivo sin autorizacion,hecho_delictivo,
4363,la cuenta bancaria fue utilizada para mover fondos ilegales,hecho_delictivo,
4364,el sistema detecto pagos duplicados fraudulentos,hecho_delictivo,
4365,la victima recibio correos falsos solicitando claves bancarias,hecho_delictivo,
4366,investigan una red de fraude tributario,hecho_delictivo,
4367,el sospechoso realizaba prestamos con identidades falsas,hecho_delictivo,
4368,se descubrieron facturas adulteradas en la auditoria,hecho_delictivo,
4369,la plataforma de inversiones resulto ser fraudulenta,hecho_delictivo,
4370,hubo triangulacion de dinero entre cuentas extranjeras,hecho_delictivo,
4371,detectaron lavado de activos mediante comercios ficticios,hecho_delictivo,
4372,los delincuentes vaciaron cuentas mediante ingenieria social,hecho_delictivo,
4373,una persona accedio ilegalmente al sistema bancario,hecho_delictivo,
4374,se utilizaron identidades robadas para solicitar creditos,hecho_delictivo,
4375,las autoridades encontraron contratos financieros falsificados,hecho_delictivo,
4376,hubo alteracion de registros contables oficiales,hecho_delictivo,
4377,la empresa desviaba fondos hacia cuentas personales,hecho_delictivo,
4378,detectaron pagos ilegales ocultos en la contabilidad,hecho_delictivo,
4379,el sospechoso ofrecia inversiones inexistentes por internet,hecho_delictivo,
4380,la organizacion simulaba operaciones comerciales falsas,hecho_delictivo,
4381,se encontraron movimientos sospechosos en criptomonedas,hecho_delictivo,
4382,los implicados emitian comprobantes financieros falsos,hecho_delictivo,
4383,la victima transfirio dinero a una cuenta fraudulenta,hecho_delictivo,
4384,el acusado manipulaba informacion tributaria para evadir impuestos,hecho_delictivo,
4385,se reportaron fraudes mediante aplicaciones de pago,hecho_delictivo,
4386,la entidad financiera detecto accesos no autorizados,hecho_delictivo,
4387,el sospechoso desviaba recursos de fondos publicos,hecho_delictivo,
4388,las autoridades investigan enriquecimiento ilicito,hecho_delictivo,
4389,la red criminal utilizaba bancos digitales para ocultar dinero,hecho_delictivo,
4390,se detectaron creditos aprobados con informacion falsa,hecho_delictivo,
4391,hubo manipulacion de estados financieros empresariales,hecho_delictivo,
4392,la auditoria revelo pagos inexistentes en la empresa,hecho_delictivo,
4393,el delincuente utilizo malware para robar datos bancarios,hecho_delictivo,
4394,detectaron una estructura de fraude piramidal,hecho_delictivo,
4395,los implicados transferian dinero usando cuentas de terceros,hecho_delictivo,
4396,se realizaban operaciones bancarias con documentos alterados,hecho_delictivo,
4397,la empresa simulaba gastos para ocultar ganancias,hecho_delictivo,
4398,hubo falsificacion de firmas en documentos financieros,hecho_delictivo,
4399,los sospechosos crearon empresas falsas para lavar dinero,hecho_delictivo,
4400,la victima fue engañada mediante llamadas bancarias falsas,hecho_delictivo,
4401,detectaron inconsistencias en declaraciones fiscales,hecho_delictivo,
4402,la organizacion escondia activos mediante transferencias internacionales,hecho_delictivo,
4403,se utilizaron tarjetas robadas para realizar compras en linea,hecho_delictivo,
4404,las cuentas presentaban ingresos injustificados,hecho_delictivo,
4405,el sospechoso obtuvo acceso ilegal a datos financieros,hecho_delictivo,
4406,la empresa altero informacion para obtener beneficios fiscales,hecho_delictivo,
4407,hubo desvio de dinero destinado a proyectos sociales,hecho_delictivo,
4408,las autoridades investigan cuentas vinculadas a fraude,hecho_delictivo,
4409,la banda realizaba estafas mediante falsas inversiones,hecho_delictivo,
4410,se detecto ocultamiento de patrimonio empresarial,hecho_delictivo,
4411,los implicados realizaban operaciones financieras ficticias,hecho_delictivo,
4412,la victima entrego claves bancarias a un sitio falso,hecho_delictivo,
4413,se registraron movimientos bancarios incompatibles con los ingresos,hecho_delictivo,
4414,la organizacion utilizaba testaferros para mover dinero,hecho_delictivo,
4415,el sistema bancario detecto patrones de fraude,hecho_delictivo,
4416,se aprobaron pagos mediante documentos adulterados,hecho_delictivo,
4417,la investigacion revelo uso indebido de fondos corporativos,hecho_delictivo,
4418,los sospechosos manipulaban plataformas de pago digital,hecho_delictivo,
4419,hubo uso fraudulento de informacion financiera privada,hecho_delictivo,
4420,detectaron una red de evasión fiscal internacional,hecho_delictivo,
4421,el acusado realizaba transferencias para ocultar capitales,hecho_delictivo,
4422,las autoridades encontraron registros contables falsificados,hecho_delictivo,
4423,la empresa reporto perdidas financieras manipuladas,hecho_delictivo,
4424,se utilizaron cuentas bancarias ajenas sin consentimiento,hecho_delictivo,
4425,el sospechoso cobraba comisiones ilegales en contratos,hecho_delictivo,
4426,hubo uso indebido de fondos de inversion,hecho_delictivo,
4427,la plataforma financiera retenia dinero de manera irregular,hecho_delictivo,
4428,detectaron compras internacionales con tarjetas comprometidas,hecho_delictivo,
4429,los delincuentes simulaban operaciones bursatiles falsas,hecho_delictivo,
4430,se encontraron pruebas de manipulacion financiera sistematica,hecho_delictivo,
4431,la organizacion ocultaba ingresos mediante sociedades ficticias,hecho_delictivo,
4432,hubo transferencias sospechosas hacia paraisos fiscales,hecho_delictivo,
4433,el sistema detecto accesos remotos a cuentas empresariales,hecho_delictivo,
4434,se realizaron retiros bancarios usando identidades robadas,hecho_delictivo,
4435,la empresa falsifico reportes de ingresos anuales,hecho_delictivo,
4436,detectaron operaciones financieras vinculadas a sobornos,hecho_delictivo,
4437,los sospechosos utilizaban criptomonedas para ocultar fondos,hecho_delictivo,
4438,hubo emision de comprobantes tributarios falsos,hecho_delictivo,
4439,la investigacion revelo fraude en licitaciones financieras,hecho_delictivo,
4440,las autoridades encontraron cuentas utilizadas para lavado de dinero,hecho_delictivo,
4441,se descubrieron transferencias repetitivas sin justificacion,hecho_delictivo,
4442,la red criminal utilizaba aplicaciones falsas de banca movil,hecho_delictivo,
4443,el sospechoso desvio fondos mediante accesos internos,hecho_delictivo,
4444,hubo manipulacion de informacion para obtener prestamos,hecho_delictivo,
4445,detectaron pagos hacia empresas inexistentes,hecho_delictivo,
4446,la organizacion escondia dinero mediante inversiones simuladas,hecho_delictivo,
4447,se encontraron contratos financieros alterados digitalmente,hecho_delictivo,
4448,la victima fue estafada mediante un falso fondo de inversion,hecho_delictivo,
4449,los implicados usaban cuentas offshore para mover dinero,hecho_delictivo,
4450,hubo acceso fraudulento a plataformas de pago en linea,hecho_delictivo,
4451,la empresa presento documentos tributarios falsificados,hecho_delictivo,
4452,detectaron un esquema financiero ilegal de captacion de dinero,hecho_delictivo,
4453,la victima denuncio agresiones constantes dentro del hogar,hecho_delictivo,
4454,los vecinos escucharon gritos y pedidos de ayuda durante la madrugada,hecho_delictivo,
4455,la mujer presentaba hematomas visibles en los brazos,hecho_delictivo,
4456,la policia intervino tras una fuerte discusion familiar,hecho_delictivo,
4457,el agresor amenazo a su pareja frente a los hijos,hecho_delictivo,
4458,se reportaron episodios frecuentes de violencia verbal en la vivienda,hecho_delictivo,
4459,la victima afirmo haber sido golpeada por su conviviente,hecho_delictivo,
4460,los agentes encontraron daños en el interior de la casa,hecho_delictivo,
4461,la mujer solicito medidas de proteccion contra su pareja,hecho_delictivo,
4462,el sospechoso rompio objetos durante una discusion domestica,hecho_delictivo,
4463,mi marido me pego anoche delante de mis hijos,hecho_delictivo,
4464,escuche muchos gritos en el apartamento de al lado,hecho_delictivo,
4465,la señora tenia moretones en la cara y brazos,hecho_delictivo,
4466,el hombre amenazaba constantemente a su esposa,hecho_delictivo,
4467,la victima dijo que tenia miedo de volver a casa,hecho_delictivo,
4468,el agresor golpeo las paredes durante la pelea,hecho_delictivo,
4469,la policia recibio varias denuncias del mismo domicilio,hecho_delictivo,
4470,la mujer fue empujada durante una discusion,hecho_delictivo,
4471,se escucharon insultos y golpes dentro de la vivienda,hecho_delictivo,
4472,el sujeto destruyo pertenencias personales de su pareja,hecho_delictivo,
4473,mi pareja me amenaso con hacerme daño,hecho_delictivo,
4474,los niños estaban llorando mientras discutian los padres,hecho_delictivo,
4475,la victima sufria control excesivo de sus movimientos,hecho_delictivo,
4476,la mujer denuncio violencia psicologica constante,hecho_delictivo,
4477,hubo forcejeos dentro del apartamento segun vecinos,hecho_delictivo,
4478,el agresor rompio el celular de la victima,hecho_delictivo,
4479,la policia encontro muebles dañados tras el conflicto,hecho_delictivo,
4480,la victima reporto amenazas de muerte frecuentes,hecho_delictivo,
4481,la pareja discutia violentamente casi todos los dias,hecho_delictivo,
4482,el sospechoso impedia que la mujer saliera sola,hecho_delictivo,
4483,mi esposo me grita y me empuja cuando se molesta,hecho_delictivo,
4484,el vecino le pego otra vez a su mujer,hecho_delictivo,
4485,ella tenia marcas en el cuello despues de la pelea,hecho_delictivo,
4486,hubieron gritos muy fuertes durante toda la noche,hecho_delictivo,
4487,la señora pedia ayuda desde el balcon,hecho_delictivo,
4488,el hombre rompio la puerta de una patada,hecho_delictivo,
4489,la victima dijo que no era la primera vez,hecho_delictivo,
4490,la policia encontro al agresor muy alterado,hecho_delictivo,
4491,la mujer lloraba mientras contaba lo sucedido,hecho_delictivo,
4492,los hijos intentaban separar la pelea,hecho_delictivo,
4493,mi novio me controla el telefono y me amenaza,hecho_delictivo,
4494,el tipo se puso agresibo y tiro todo al piso,hecho_delictivo,
4495,la muchacha llego golpeada al hospital,hecho_delictivo,
4496,la victima tenia rasguños en los brazos,hecho_delictivo,
4497,el agresor no dejaba salir a su pareja de la casa,hecho_delictivo,
4498,se escuchaban golpes secos y llantos de fondo,hecho_delictivo,
4499,la mujer afirmo sufrir maltrato desde hace años,hecho_delictivo,
4500,la policia activo protocolo de proteccion familiar,hecho_delictivo,
4501,el sospechoso amenazaba con quitarle los hijos,hecho_delictivo,
4502,la pareja tenia antecedentes de violencia domestica,hecho_delictivo,
4503,la victima denuncio insultos constantes y humillaciones,hecho_delictivo,
4504,el agresor golpeo una mesa durante la discusion,hecho_delictivo,
4505,mi marido llego borracho y me golpeo otra ves,hecho_delictivo,
4506,la vecina gritaba que la dejaran tranquila,hecho_delictivo,
4507,la mujer tenia el labio roto y estaba llorando,hecho_delictivo,
4508,el hombre amenasaba con romper toda la casa,hecho_delictivo,
4509,se escucharon golpes y cosas cayendose al piso,hecho_delictivo,
4510,la policia recibio llamadas por violencia familiar,hecho_delictivo,
4511,la victima dijo que vivia con miedo permanente,hecho_delictivo,
4512,el agresor revisaba el celular de su pareja constantemente,hecho_delictivo,
4513,la mujer afirmo haber sido encerrada en una habitacion,hecho_delictivo,
4514,los vecinos reportaron peleas frecuentes en el domicilio,hecho_delictivo,
4515,mi pareja me trato de ahorcar durante la discucion,hecho_delictivo,
4516,el sujeto estaba fuera de control y rompia todo,hecho_delictivo,
4517,la señora pidio ayuda porque su esposo la amenazaba,hecho_delictivo,
4518,la victima presentaba golpes visibles en el rostro,hecho_delictivo,
4519,la policia encontro señales de violencia reciente,hecho_delictivo,
4520,los menores estaban muy asustados por la situacion,hecho_delictivo,
4521,el agresor amenazaba a la familia constantemente,hecho_delictivo,
4522,la mujer denuncio control economico dentro del hogar,hecho_delictivo,
4523,hubo una pelea muy fuerte dentro de la vivienda,hecho_delictivo,
4524,la victima afirmo haber sido empujada varias veces,hecho_delictivo,
4525,mi ex no deja de acosarme y seguirme,hecho_delictivo,
4526,el hombre se puso violento despues de tomar alcohol,hecho_delictivo,
4527,la chica llego con moretones al trabajo,hecho_delictivo,
4528,la señora dijo que ya no soportaba mas amenazas,hecho_delictivo,
4529,los vecinos llamaron a la policia por los gritos,hecho_delictivo,
4530,el agresor rompio objetos personales de la victima,hecho_delictivo,
4531,la mujer estaba temblando cuando llego la patrulla,hecho_delictivo,
4532,el sospechoso lanzo cosas contra las paredes,hecho_delictivo,
4533,mi pareja me insulto y me avento contra la pared,hecho_delictivo,
4534,el vecino siempre le grita feisimo a la esposa,hecho_delictivo,
4535,la victima tenia señales de golpes en la espalda,hecho_delictivo,
4536,hubo amenazas delante de los niños pequeños,hecho_delictivo,
4537,la mujer denuncio acoso luego de separarse,hecho_delictivo,
4538,el agresor no respetaba la orden de alejamiento,hecho_delictivo,
4539,se escucharon llantos y muebles rompiendose,hecho_delictivo,
4540,la policia intervino rapidamente por riesgo familiar,hecho_delictivo,
4541,mi marido dise que me va a matar si lo denuncio,hecho_delictivo,
4542,el hombre le pego enfrente de los hijos,hecho_delictivo,
4543,la señora tenia un ojo morado y estaba nerviosa,hecho_delictivo,
4544,la victima afirmo que era maltratada constantemente,hecho_delictivo,
4545,el agresor destruyo el telefono para que no llamara,hecho_delictivo,
4546,la policia encontro a la mujer encerrada en el baño,hecho_delictivo,
4547,los vecinos reportaron violencia recurrente en la casa,hecho_delictivo,
4548,la mujer pidio ayuda porque tenia miedo de morir,hecho_delictivo,
4549,el sospechoso golpeaba puertas y ventanas durante las peleas,hecho_delictivo,
4550,la familia recibio asistencia especializada tras el incidente,hecho_delictivo,
4551,un grupo de jóvenes le quitó la mochila a un estudiante al salir de la escuela,hecho_delictivo,
4552,los de la pandilla del barrio están cobrando cuota a los comerciantes,hecho_delictivo,
4553,un chamaco de quince años le robó el celular a una señora en la parada,hecho_delictivo,
4554,la ganga esa anda rompiendo las paradas de guagua por la noche,hecho_delictivo,
4555,un pelotero de la esquina apuñaló a un socio de la banda contraria,hecho_delictivo,
4556,los jovencitos esos están pintando las paredes de la escuela con rayas de la pandilla,hecho_delictivo,
4557,un grupo de menores le quitó las zapatillas a un niño en el parque,hecho_delictivo,
